省辖市代码,省份,年份,企业数 (个),期末使用计算机数 (台),每百人使用计算机数 (台),企业拥有网站数 (个),每百家企业拥有网站数 (个),有电子商务交易活动的企业数 (个),有电子商务交易活动的企业数比重 (%),电子商务销售额 (亿元),电子商务采购额 (亿元)
650000000000,新疆维吾尔自治区,2025,,,,,,,,,
650000000000,新疆维吾尔自治区,2024,22133.0,651519.0,35.0,4438.0,20.0,1970.0,,4876.2,3637.6
650000000000,新疆维吾尔自治区,2023,18851.0,613833.0,33.0,4051.0,21.0,1816.0,9.6,3372.3,2505.3
650000000000,新疆维吾尔自治区,2022,17087.0,593701.0,33.0,3597.0,21.0,1047.0,6.1,1725.9,1432.3
650000000000,新疆维吾尔自治区,2021,15616.0,571010.0,32.0,3993.0,26.0,934.0,6.0,917.7,871.5
650000000000,新疆维吾尔自治区,2020,13660.0,544612.0,30.0,3314.0,24.0,852.0,6.2,731.3,722.7
650000000000,新疆维吾尔自治区,2019,11844.0,517695.0,29.0,3061.0,26.0,681.0,5.7,718.8,764.9
650000000000,新疆维吾尔自治区,2018,10251.0,482087.0,28.0,3167.0,31.0,521.0,5.1,850.9,580.9
650000000000,新疆维吾尔自治区,2017,10388.0,466963.0,26.0,3271.0,31.0,536.0,5.2,597.0,300.1
650000000000,新疆维吾尔自治区,2016,10103.0,460179.0,25.0,3428.0,34.0,628.0,6.2,326.2,272.6
