province,year,gdp_100m,ind2_100m,ind3_100m,population_10k,urban_pop_10k,rural_pop_10k,broadband_users,mobile_internet_users,co2_total,coal_emissions,coal_share,software_revenue,digital_core_industry_share,co2_approx,green_certificate_volume,charging_infrastructure,express_delivery_revenue,high_tech_industry_share,optical_cable_length,aqi_good_rate,electricity_market_volume,green_power_trade_volume,iot_terminal_users,5g_base_stations,renewable_installation_share,pgdp,pgdp_ln,urban_rate,ind2_share,carbon_intensity,carbon_intensity_ln,co2_total_ln,carbon_per_capita,carbon_per_capita_ln,energy_digital_index,energy_digital_index_100,energy_digital_index_pca,energy_digital_index_pca_100
河北,2022.0,43198.3,16406.7,22383.3,7420.0,4575.0,2845.0,2992.6,7578.8,582.7867888333333,449.2681867666667,0.770896312982739,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,58218.73315363882,10.971962457420803,0.616576819407008,0.3797996680424924,0.013490965821185863,-4.305735015981645,6.3678214056244,7.854269391284815,2.0610572554510656,0.011068079720220716,1.1068079720220716,0.5569845408529853,55.69845408529853
山西,2016.0,12160.1,5113.6,6322.2,3514.0,2012.0,1502.0,747.2,2485.33,1433.1144333733332,1405.4394214666665,0.9806853801535546,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,34604.72396129767,10.451745482399694,0.5725668753557199,0.42052285754228996,0.10351048423759836,-2.2680909124245607,7.267605280448194,40.782994689053304,3.7082651976892427,0.00276377398902998,0.276377398902998,0.14129174154898624,14.129174154898624
山西,2017.0,14679.1,6635.3,7324.6,3510.0,2057.0,1453.0,872.9,2956.15,1521.4075472333332,1492.0260179,0.9806853801535546,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,41820.797720797724,10.641149047903465,0.586039886039886,0.452023625426627,0.10351048423759836,-2.2680909124245607,7.327391203266903,43.34494436562203,3.7691900727950833,0.0033464172145803482,0.33464172145803484,0.17139674983607603,17.139674983607602
山西,2018.0,16153.1,7074.5,8337.9,3502.0,2096.0,1406.0,991.0,3086.33,1650.1317874066667,1618.2175790000001,0.980659600251188,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,46125.35693889206,10.73911811982545,0.5985151342090235,0.4379654679287567,0.10215573403288945,-2.2812568258344146,7.408610434860651,47.1196969562155,3.8526911080029453,0.0036958534115384685,0.36958534115384684,0.18819195136164407,18.819195136164407
山西,2019.0,17311.0,7402.9,9082.7,3497.0,2143.0,1354.0,1126.1,3142.31,1698.4356505333335,1660.8718661333335,0.9778833043287778,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,49502.43065484701,10.809777051489537,0.6128109808407206,0.42764138409104036,0.09811308708528298,-2.3216345157501097,7.4374629008266195,48.56836289772186,3.882972349751335,0.004036647916566011,0.4036647916566011,0.20398411668719932,20.39841166871993
山西,2020.0,18202.7,7440.2,9595.9,3490.0,2182.0,1308.0,1252.1,3266.29,1904.567492297666,1864.812645842666,0.979235066593886,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,52156.7335243553,10.86200857048993,0.625214899713467,0.40874156031797476,0.10351048423759836,-2.2680909124245607,7.551389924553878,54.563367094882814,3.9987227603774746,0.004400004111283758,0.4400004111283758,0.22135409621440363,22.135409621440363
山西,2021.0,23087.8,10892.5,10908.6,3480.0,2207.0,1273.0,1350.4,3325.81,1904.567492297666,1864.812645842666,0.979660891221927,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,66344.25287356322,11.102612417675132,0.6341954022988506,0.4717859648818857,0.09094813088490218,-2.3974659252472987,7.551389924553878,54.563367094882814,3.9987227603774746,0.004659884895915895,0.4659884895915895,0.23353613318804162,23.35361331880416
山西,2022.0,25653.2,12667.1,11650.9,3481.0,2226.0,1255.0,1470.6,3463.32,1904.567492297666,1864.812645842666,0.9806853801535546,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,73694.91525423729,11.207689083317518,0.6394714162596955,0.4800639745507514,0.0876200522331197,-2.434745400464176,7.551389924553878,54.563367094882814,3.9987227603774746,0.005018715232096304,0.5018715232096304,0.25081456476385544,25.081456476385544
内蒙古,2016.0,13879.0,5579.8,6648.7,2436.0,1544.0,892.0,417.2,2045.16,754.615166564893,714.8225316582264,0.9472676449271382,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,56974.54844006568,10.950359928502236,0.6338259441707718,0.4020318466748325,0.054371004147625406,-2.911924279213809,6.626207906142031,30.977634095438958,3.4332654633003346,0.0017389021020740316,0.17389021020740317,0.09154939019739798,9.154939019739798
内蒙古,2017.0,15009.9,5874.2,7485.9,2433.0,1572.0,861.0,494.0,2360.27,765.0729431133333,716.9423576333334,0.9370902004661925,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,61692.97163995068,11.029925291572791,0.6461159062885327,0.39135503900758833,0.050971221867789476,-2.976494082624218,6.639971179755913,31.445661451431697,3.4482610229604824,0.0021122927357545293,0.21122927357545293,0.11095317342843365,11.095317342843366
