,count,mean,std,min,25%,50%,75%,max
carbon_intensity_ln,360.0,-4.3107843196149345,0.8542705800241662,-6.502752668129183,-4.908541564483337,-4.473912297126867,-3.758114053795733,-2.13831009872236
ED_core,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgdp_ln,360.0,10.97443389534837,0.4155770139471287,10.26114812169781,10.638943166802004,10.917562673916095,11.224682202102565,12.240774853396104
pgdp_ln_sq,360.0,120.6104238438521,9.254359573777192,105.29116077542248,113.18711170644302,119.19317634543428,125.99349392432498,149.8365690115344
ind2_share,360.0,0.37688898983686314,0.07175992460867962,0.1532272307005059,0.34460609027267497,0.3899624602563733,0.4270231338968202,0.4937824520917468
urban_rate,360.0,0.6182839864521202,0.10902292886978729,0.4464400256574727,0.5398131672597865,0.5967658055535582,0.6772068511198946,0.8933333333333333
coal_share,360.0,0.6871020735938647,0.182164001158216,0.021399378346544,0.5849089648883969,0.6967587343084083,0.8187623763782257,0.9839649609173484
