,count,mean,std,min,25%,50%,75%,max
carbon_intensity_ln,210.0,-4.3961378803217555,0.8657524110352995,-6.358781105615474,-5.0377988521761266,-4.540129264356729,-3.8530303090397817,-2.2680909124245607
energy_digital_index_100,210.0,0.5606588749744355,0.4140124449222665,0.0,0.2804125802660683,0.439398162356142,0.7670531043597546,1.9533454676510005
pgdp_ln,210.0,11.07706714462153,0.4064632788610192,10.385123483305932,10.785404651379213,10.99737005161742,11.311659266747508,12.184213700269073
ind2_share,210.0,0.37032621864727966,0.07128777184127479,0.1540826255932589,0.34299015026736457,0.38292657239333167,0.4168814091548889,0.4800639745507514
urban_rate,210.0,0.632865655224442,0.10391692772105306,0.4609035265288728,0.5617275664206218,0.6136202600773043,0.6884179262164929,0.8930233925745634
